ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
303,I code primarily as a hobby,"Independent contractor, freelancer, or self-employed",Philippines,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",55 - 64 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",7,NA,"Developer, mobile;Developer, full-stack",NA,NA,NA,NA,Swift,Swift,MySQL,MySQL,NA,NA,NA,NA,NA,NA,Git,Git,Xcode,Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",No,55-64 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
304,I am a student who is learning to code,"Student, full-time",India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",13,NA,NA,NA,NA,NA,NA,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Java;PHP;SQL,Firebase;MongoDB;MySQL;SQLite,Firebase;MongoDB;MySQL;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,Django;jQuery,Django;jQuery,Flutter,Flutter,Git,Git,Android Studio;Atom;IntelliJ;Notepad++;PyCharm;Sublime Text;Visual Studio Code,Android Studio;Atom;IntelliJ;Notepad++;PyCharm;Sublime Text;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,NA
305,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Iran, Islamic Republic of...",NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,3,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",IRR	Iranian rial,15000000,Monthly,HTML/CSS;JavaScript;Node.js;SQL;TypeScript,Go;HTML/CSS;JavaScript;Node.js;Rust;SQL;TypeScript,Firebase;MongoDB;MySQL;PostgreSQL;Redis,MySQL;Redis,Heroku,DigitalOcean,Express;React.js;Vue.js,Express;Vue.js,NA,NA,Docker;Git;Yarn,Deno;Git;Yarn,Visual Studio Code,Visual Studio Code,Windows,Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,4272
306,I am a developer by profession,Employed full-time,Spain,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):",9,4,"Developer, full-stack",I don’t know,EUR European Euro,26000,Yearly,C#;JavaScript;Kotlin;TypeScript,C#;JavaScript;Kotlin;SQL;TypeScript,Firebase;MySQL,Elasticsearch;Firebase;MongoDB;MySQL;Redis,NA,NA,Angular;React.js,Angular;Express;Spring;Vue.js,NA,NA,Git;Unity 3D,Docker;Git;Unity 3D,IntelliJ;Visual Studio Code,IntelliJ;Rider;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,28105
307,I am a developer by profession,Employed full-time,Finland,NA,NA,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",4,1,"Developer, full-stack;Developer, back-end;Designer",20 to 99 employees,EUR European Euro,NA,NA,PHP,Python,MariaDB;MySQL,Elasticsearch;PostgreSQL;Redis,DigitalOcean,DigitalOcean,Flask,Flask;Symfony,NA,NA,Git,Unity 3D;Unreal Engine,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,NA,NA,Appropriate in length,Neither easy nor difficult,NA
308,I am a student who is learning to code,"Student, part-time",Uzbekistan,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",2,NA,NA,NA,NA,NA,NA,Bash/Shell;C;Delphi;HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript,Bash/Shell;C;Haskell;Python;Rust;SQL,MongoDB,MongoDB;MySQL;Redis;SQLite,NA,NA,Express,NA,NA,NA,Git,Deno;Docker;Git,Sublime Text;Vim,IntelliJ;Sublime Text;Vim,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,Under 18 years old,NA,No,Straight / Heterosexual,NA,None of the above,Prefer not to say,Appropriate in length,Neither easy nor difficult,NA
309,I am a developer by profession,Employed full-time,France,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum",5,Less than 1 year,"Developer, full-stack",2 to 9 employees,EUR European Euro,NA,NA,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,PostgreSQL,NA,AWS;Google Cloud Platform;Heroku,AWS,React.js;Vue.js,React.js;Vue.js,React Native,NA,Flow;Git;Kubernetes;Yarn,Flow;Git;Yarn,Emacs;Visual Studio Code,Emacs,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"No, not really",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,NA
310,I am a developer by profession,Employed full-time,Finland,NA,NA,Some college/university study without earning a degree,11 - 17 years,Friend or family member,30,20,"Developer, back-end;Database administrator;Designer",500 to 999 employees,EUR European Euro,6000,Monthly,Bash/Shell;Java;SQL,Bash/Shell;Java;SQL,Oracle;PostgreSQL,PostgreSQL,AWS,AWS,NA,NA,NA,NA,Ansible;Docker;Git;Yarn,Ansible;Docker;Git,Android Studio;Eclipse;Emacs;IntelliJ,Android Studio;Eclipse;Emacs,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,77832
311,I am a student who is learning to code,"Not employed, but looking for work",India,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,Coding Bootcamp,Less than 1 year,NA,Student,NA,NA,NA,NA,HTML/CSS;JavaScript;Node.js;PHP,HTML/CSS;JavaScript;Node.js;TypeScript,Firebase;MongoDB;MySQL,Firebase;MongoDB;PostgreSQL,Heroku,Heroku,Laravel;React.js,React.js,NA,NA,NA,NA,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,NA,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,East Asian,NA,NA,Too long,Neither easy nor difficult,NA
312,I am a developer by profession,Employed full-time,Nepal,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Forum,6,4,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,NPR	Nepalese rupee,NA,Monthly,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript,Cassandra;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,NA,NA,Angular;Django;React.js;Spring,Angular;Django;React.js;Spring,NumPy,Apache Spark;Flutter;Hadoop;Keras;NumPy;Pandas;Torch/PyTorch,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;NetBeans;PyCharm;RubyMine;Vim;Visual Studio Code,IntelliJ;IPython/Jupyter;PyCharm;Vim;Visual Studio Code;Xcode,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",No,18-24 years old,Man,No,NA,South Asian,None of the above,None of the above,Too long,Neither easy nor difficult,NA
313,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",10,4,Academic researcher;Scientist,20 to 99 employees,GBP	Pound sterling,40000,Yearly,Matlab;Python;Ruby,Matlab;Python,NA,NA,NA,NA,Flask,Flask,NumPy;Pandas,NumPy;Pandas,Git,Git,IPython/Jupyter;PyCharm;Visual Studio Code,IPython/Jupyter;PyCharm;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,Prefer not to say,Appropriate in length,Easy,51704
314,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Costa Rica,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,23,23,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test;Designer;System administrator",20 to 99 employees,USD	United States dollar,1500,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL,HTML/CSS;JavaScript;Node.js,MongoDB;MySQL,MongoDB,NA,NA,React.js,React.js,NA,NA,Git,Git,Sublime Text;Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,18000
315,I code primarily as a hobby,"Student, full-time",United States of America,Texas,NA,Primary/elementary school,5 - 10 years,Other (please specify):,5,NA,NA,NA,NA,NA,NA,Haskell;Java;JavaScript;Python;Rust;Scala,Haskell;Java;Kotlin;Node.js;Rust;Scala;TypeScript,NA,NA,Heroku,AWS;DigitalOcean;Heroku,jQuery,React.js;Svelte;Vue.js,Apache Spark;NumPy;TensorFlow;Torch/PyTorch,Apache Spark;NumPy;TensorFlow;Torch/PyTorch,Git,Deno;Docker;Git,Atom;Eclipse;IntelliJ;Neovim;Vim,Neovim;Vim,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",Yes,Under 18 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Appropriate in length,Easy,NA
316,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Netherlands,NA,NA,Some college/university study without earning a degree,5 - 10 years,"Other online resources (ex: videos, blogs, etc)",20,15,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;System administrator",2 to 9 employees,EUR European Euro,40000,Yearly,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,NA,MariaDB;MySQL;PostgreSQL;SQLite,NA,AWS;Heroku,NA,Laravel;Symfony,NA,NA,NA,Git;Yarn,NA,PHPStorm;Sublime Text;Visual Studio Code,NA,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43239
317,I am a developer by profession,Employed full-time,Egypt,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague",6,1,"Developer, mobile",100 to 499 employees,EGP	Egyptian pound,144000,Yearly,JavaScript;Kotlin,Swift,MySQL;SQLite,MongoDB,NA,NA,NA,NA,NA,NA,Docker;Git,NA,Android Studio;IntelliJ,NA,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,9231
318,I am a developer by profession,"Student, full-time",India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",7,NA,NA,NA,NA,NA,NA,Assembly;Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;TypeScript,Bash/Shell;C++;Go;JavaScript;Node.js;PowerShell;Rust;TypeScript,Firebase;Microsoft SQL Server;MongoDB;MySQL,MongoDB;SQLite,Heroku;Microsoft Azure,Microsoft Azure,Django;Express;Flask;jQuery;React.js;Ruby on Rails,ASP.NET Core ;React.js;Ruby on Rails,Flutter;Keras;NumPy;Qt;TensorFlow,.NET Core / .NET 5;Keras;NumPy;Qt;React Native;TensorFlow;Torch/PyTorch,Git;Unity 3D;Xamarin;Yarn,Git;Unity 3D;Xamarin;Yarn,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",Yes,18-24 years old,Man,No,NA,South Asian,None of the above,None of the above,Too short,Easy,NA
319,I am a developer by profession,Employed full-time,Germany,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",25,15,"Developer, full-stack;Developer, back-end",100 to 499 employees,EUR European Euro,65000,Yearly,C#;HTML/CSS;TypeScript,C#;HTML/CSS;R;TypeScript,Microsoft SQL Server;SQLite,Microsoft SQL Server;Redis;SQLite,Microsoft Azure,Microsoft Azure,Angular;ASP.NET Core ,Angular;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Docker;Git,Docker;Git;Kubernetes;Xamarin,Neovim;Notepad++;Visual Studio;Visual Studio Code,Neovim;Notepad++;RStudio;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",Yes,35-44 years old,Man,No,Prefer not to say,Multiracial,None of the above,Prefer not to say,Appropriate in length,Neither easy nor difficult,70264
320,I am a developer by profession,Employed part-time,Ukraine,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Colleague",5,4,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Designer",10 to 19 employees,UAH	Ukrainian hryvnia,NA,Monthly,Java;JavaScript;Node.js;PHP,JavaScript,MongoDB;PostgreSQL;Redis,PostgreSQL;Redis,Google Cloud Platform,Google Cloud Platform,Express;React.js,React.js;Vue.js,React Native,NA,Git;Unity 3D,NA,Android Studio;Webstorm,NA,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,NA
321,I am a student who is learning to code,"Student, full-time",South Africa,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",NA,NA,NA,NA,NA,NA,NA,C;Delphi;HTML/CSS;JavaScript;PowerShell;Python;SQL,HTML/CSS;Python;SQL,MySQL;SQLite,MySQL;SQLite,NA,NA,Flask,Flask,NA,NA,NA,NA,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,NA
322,I code primarily as a hobby,"Student, full-time",United States of America,Florida,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Coding Bootcamp;Other (please specify):,2,NA,NA,NA,NA,NA,NA,Bash/Shell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL,MySQL,Google Cloud Platform;Heroku,Google Cloud Platform;Heroku,jQuery,NA,TensorFlow,NA,Unity 3D,NA,Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio Code,Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio Code,Other (please specify):,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,NA
